year,sequel,production_budget,S_australia_rev,X_australia_rev,S_austria_rev,X_austria_rev,S_belgium_rev,X_belgium_rev,S_brazil_rev,X_brazil_rev,S_bulgaria_rev,X_bulgaria_rev,S_chile_rev,X_chile_rev,S_czechrepublic_rev,X_czechrepublic_rev,S_finland_rev,X_finland_rev,S_france_rev,X_france_rev,S_germany_rev,X_germany_rev,S_greece_rev,X_greece_rev,S_hungary_rev,X_hungary_rev,S_iceland_rev,X_iceland_rev,S_italy_rev,X_italy_rev,S_lebanon_rev,X_lebanon_rev,S_mexico_rev,X_mexico_rev,S_netherlands_rev,X_netherlands_rev,S_newzealand_rev,X_newzealand_rev,S_norway_rev,X_norway_rev,S_poland_rev,X_poland_rev,S_portugal_rev,X_portugal_rev,S_singapore_rev,X_singapore_rev,S_spain_rev,X_spain_rev,S_turkey_rev,X_turkey_rev,S_unitedarabemirates_rev,X_unitedarabemirates_rev,S_unitedkingdom_rev,X_unitedkingdom_rev,S_us_rev,X_us_rev,t
2011,0,1.950e+08,.09318,4.17e+08,.0657645,6.15e+07,.0537396,6.90e+07,.0692365,3.22e+08,.0758012,9691327,.1125103,4.01e+07,.0910236,2.01e+07,.0505527,2.73e+07,.0616186,4.50e+08,.095659,4.05e+08,.0573241,3.58e+07,.1007698,2.17e+07,.0643076,4499777,.0612309,2.02e+08,.0765635,7299353,.0911139,3.35e+08,.0566746,1.00e+08,.1107461,4.82e+07,.0691526,5.91e+07,.0765873,6.31e+07,.0522013,4.36e+07,.1432464,6.41e+07,.0446091,2.49e+08,.0791888,4.74e+07,.1004361,4.18e+07,.0820448,5.54e+08,.0909472,3.87e+09,285
2011,0,35000000,.0289133,4.17e+08,.0254553,6.15e+07,.0211301,6.90e+07,.0072452,3.22e+08,.0220545,9691327,.0092891,4.01e+07,.0115236,2.01e+07,.018371,2.73e+07,.0154577,4.50e+08,.0162372,4.05e+08,.04434,3.58e+07,.0456506,2.17e+07,.0431277,4499777,.014756,2.02e+08,.0437951,7299353,.0102124,3.35e+08,.0286441,1.00e+08,.0174438,4.82e+07,.0107457,5.91e+07,.0197874,6.31e+07,.0248404,4.36e+07,.0211201,6.41e+07,.0113418,2.49e+08,.0142276,4.74e+07,.0286517,4.18e+07,.0305888,5.54e+08,.0303351,3.87e+09,286
2011,0,1.400e+08,.0266648,4.17e+08,.0117297,6.15e+07,.0150036,6.90e+07,.0641762,3.22e+08,.0249992,9691327,.0403779,4.01e+07,.0175757,2.01e+07,.0114726,2.73e+07,.0228739,4.50e+08,.0120283,4.05e+08,.02145,3.58e+07,.0233353,2.17e+07,.04528,4499777,.0424778,2.02e+08,.0237579,7299353,.060413,3.35e+08,.0162884,1.00e+08,.0303966,4.82e+07,.0239155,5.91e+07,.0071852,6.31e+07,.0346241,4.36e+07,.0554883,6.41e+07,.0309278,2.49e+08,.0228086,4.74e+07,.0318367,4.18e+07,.0266196,5.54e+08,.0455921,3.87e+09,287
2011,0,35000000,.0171268,4.17e+08,.0279472,6.15e+07,.0170639,6.90e+07,.0218399,3.22e+08,.0224007,9691327,.0068433,4.01e+07,.0114523,2.01e+07,.0176736,2.73e+07,.0110067,4.50e+08,.0269709,4.05e+08,.0119543,3.58e+07,.0203259,2.17e+07,.0262809,4499777,.0216496,2.02e+08,.0224701,7299353,.0099681,3.35e+08,.0217504,1.00e+08,.0147751,4.82e+07,.0135351,5.91e+07,.0125823,6.31e+07,.0281401,4.36e+07,.0092046,6.41e+07,.020397,2.49e+08,.0143103,4.74e+07,.0114434,4.18e+07,.0184409,5.54e+08,.0144019,3.87e+09,288
2011,0,1.100e+08,.0515053,4.17e+08,.0815854,6.15e+07,.1383235,6.90e+07,.1019321,3.22e+08,.0830994,9691327,.1062434,4.01e+07,.1786156,2.01e+07,.0689431,2.73e+07,.0614314,4.50e+08,.0725729,4.05e+08,.1010135,3.58e+07,.0624163,2.17e+07,.0589358,4499777,.0742946,2.02e+08,.1351242,7299353,.0629364,3.35e+08,.1010833,1.00e+08,.0521157,4.82e+07,.0646332,5.91e+07,.0982719,6.31e+07,.0936581,4.36e+07,.0461444,6.41e+07,.0782999,2.49e+08,.1359347,4.74e+07,.0908697,4.18e+07,.0507355,5.54e+08,.0368068,3.87e+09,289
2011,0,1.630e+08,.0132897,4.17e+08,.0100031,6.15e+07,.0127446,6.90e+07,.0080891,3.22e+08,.0164013,9691327,.0031498,4.01e+07,.0068954,2.01e+07,.0098064,2.73e+07,.0174634,4.50e+08,.0090069,4.05e+08,.0062584,3.58e+07,.0094628,2.17e+07,.0232778,4499777,.0064854,2.02e+08,.0075844,7299353,.011601,3.35e+08,.0099426,1.00e+08,.0175225,4.82e+07,.0110494,5.91e+07,.0068334,6.31e+07,.0168149,4.36e+07,.0185537,6.41e+07,.0190216,2.49e+08,.0098367,4.74e+07,.0123035,4.18e+07,.0163024,5.54e+08,.0258707,3.87e+09,290
2011,0,50000000,.0286358,4.17e+08,.0197778,6.15e+07,.0113533,6.90e+07,.0047063,3.22e+08,.0063547,9691327,.0044302,4.01e+07,.0064427,2.01e+07,.0140983,2.73e+07,.0093434,4.50e+08,.0115212,4.05e+08,.0190252,3.58e+07,.0186816,2.17e+07,.0246597,4499777,.0062103,2.02e+08,.0481144,7299353,.0138304,3.35e+08,.0215102,1.00e+08,.0195085,4.82e+07,.0059516,5.91e+07,.0107587,6.31e+07,.0178305,4.36e+07,.0148512,6.41e+07,.0080491,2.49e+08,.0122818,4.74e+07,.0161885,4.18e+07,.0097242,5.54e+08,.0217699,3.87e+09,291
2011,0,25000000,.0189592,4.17e+08,.0022859,6.15e+07,.0085924,6.90e+07,.0023729,3.22e+08,.004097,9691327,.0014645,4.01e+07,.0014047,2.01e+07,.009692,2.73e+07,.0098978,4.50e+08,.0021595,4.05e+08,.0013907,3.58e+07,.0009298,2.17e+07,.0173035,4499777,.0077448,2.02e+08,.0024076,7299353,.0025714,3.35e+08,.0182464,1.00e+08,.0287119,4.82e+07,.0166539,5.91e+07,.003909,6.31e+07,.0066953,4.36e+07,.0012722,6.41e+07,.0201754,2.49e+08,.0010284,4.74e+07,.0027215,4.18e+07,.0123516,5.54e+08,.0437994,3.87e+09,292
2011,0,24000000,.0067691,4.17e+08,.0030865,6.15e+07,.0019592,6.90e+07,.0030644,3.22e+08,.0067338,9691327,.0023445,4.01e+07,.0014335,2.01e+07,.0032571,2.73e+07,.0041933,4.50e+08,.0029391,4.05e+08,.0015365,3.58e+07,.0047708,2.17e+07,.0089369,4499777,.0086668,2.02e+08,.0041294,7299353,.0026174,3.35e+08,.0043658,1.00e+08,.0029466,4.82e+07,.0009734,5.91e+07,.0037622,6.31e+07,.0076444,4.36e+07,.003336,6.41e+07,.0040116,2.49e+08,.0047448,4.74e+07,.0027784,4.18e+07,.0039628,5.54e+08,.0024937,3.87e+09,293
2011,0,15000000,.005488,4.17e+08,.0074504,6.15e+07,.0158762,6.90e+07,.0023038,3.22e+08,.0062006,9691327,.0022322,4.01e+07,.0117016,2.01e+07,.014202,2.73e+07,.0295007,4.50e+08,.0044337,4.05e+08,.0138268,3.58e+07,.0087726,2.17e+07,.0313331,4499777,.0118331,2.02e+08,.007479,7299353,.0029765,3.35e+08,.0059872,1.00e+08,.0145347,4.82e+07,.0152225,5.91e+07,.013237,6.31e+07,.0051505,4.36e+07,.0018603,6.41e+07,.0124134,2.49e+08,.0023129,4.74e+07,.0077665,4.18e+07,.0084692,5.54e+08,.0090487,3.87e+09,294
2011,0,15000000,.0106399,4.17e+08,.009677,6.15e+07,.0165654,6.90e+07,.006603,3.22e+08,.0042029,9691327,.0023625,4.01e+07,.0067975,2.01e+07,.0099095,2.73e+07,.0584499,4.50e+08,.0135825,4.05e+08,.0213816,3.58e+07,.0025266,2.17e+07,.0158637,4499777,.0174271,2.02e+08,.0078536,7299353,.0053678,3.35e+08,.0117764,1.00e+08,.0076121,4.82e+07,.0055246,5.91e+07,.006687,6.31e+07,.0099289,4.36e+07,.0017362,6.41e+07,.0268052,2.49e+08,.0007324,4.74e+07,.0026831,4.18e+07,.0284727,5.54e+08,.0115292,3.87e+09,295
2011,0,66000000,.0262169,4.17e+08,.0052,6.15e+07,.0158922,6.90e+07,.0033297,3.22e+08,.0050087,9691327,.0030833,4.01e+07,.0020588,2.01e+07,.0035431,2.73e+07,.0120003,4.50e+08,.0073233,4.05e+08,.012176,3.58e+07,.0012025,2.17e+07,.0041062,4499777,.0071044,2.02e+08,.0038025,7299353,.0037679,3.35e+08,.0109421,1.00e+08,.0195769,4.82e+07,.0038472,5.91e+07,.0014408,6.31e+07,.0144161,4.36e+07,.002457,6.41e+07,.0206226,2.49e+08,.0062788,4.74e+07,.0032194,4.18e+07,.0533593,5.54e+08,.0206172,3.87e+09,296
