year,sequel,production_budget,S_australia_rev,X_australia_rev,S_austria_rev,X_austria_rev,S_belgium_rev,X_belgium_rev,S_brazil_rev,X_brazil_rev,S_bulgaria_rev,X_bulgaria_rev,S_chile_rev,X_chile_rev,S_czechrepublic_rev,X_czechrepublic_rev,S_finland_rev,X_finland_rev,S_france_rev,X_france_rev,S_germany_rev,X_germany_rev,S_greece_rev,X_greece_rev,S_hungary_rev,X_hungary_rev,S_iceland_rev,X_iceland_rev,S_italy_rev,X_italy_rev,S_lebanon_rev,X_lebanon_rev,S_mexico_rev,X_mexico_rev,S_netherlands_rev,X_netherlands_rev,S_newzealand_rev,X_newzealand_rev,S_norway_rev,X_norway_rev,S_poland_rev,X_poland_rev,S_portugal_rev,X_portugal_rev,S_singapore_rev,X_singapore_rev,S_spain_rev,X_spain_rev,S_turkey_rev,X_turkey_rev,S_unitedarabemirates_rev,X_unitedarabemirates_rev,S_unitedkingdom_rev,X_unitedkingdom_rev,S_us_rev,X_us_rev,t,title,prequeltitle,prequelT
2006,0,55000000,.0618311,1.75e+08,.023874,4.28e+07,.0283286,3.87e+07,.0581396,1.09e+08,.0164193,2131702,.0070508,3.36e+07,.0054237,9252068,.0035018,1.69e+07,.0311753,2.44e+08,.0436318,2.77e+08,.0267613,3.19e+07,.0182016,3767412,.0336758,1.98e+07,.1211117,1.76e+08,.0447218,2547368,.0489873,1.59e+08,.0269434,4.98e+07,.0504149,2.25e+07,.0008369,3.56e+07,.0090377,3.35e+07,.021033,2.49e+07,.0011744,1.92e+07,.0532795,1.68e+08,.0299916,2.20e+07,.0368614,1.18e+07,.0392781,4.80e+08,.0733182,2.23e+09,88,"The Pursuit of Happyness","NaN",0
2006,0,24000000,.0221162,1.75e+08,.028453,4.28e+07,.0254326,3.87e+07,.0219156,1.09e+08,.0146385,2131702,.0081466,3.36e+07,.0138491,9252068,.0250768,1.69e+07,.0394023,2.44e+08,.0290071,2.77e+08,.0327322,3.19e+07,.0155491,3767412,.0149452,1.98e+07,.0507463,1.76e+08,.0121349,2547368,.0307195,1.59e+08,.0105687,4.98e+07,.0113283,2.25e+07,.0232522,3.56e+07,.0040379,3.35e+07,.0242842,2.49e+07,.0085173,1.92e+07,.0402124,1.68e+08,.0098443,2.20e+07,.0189305,1.18e+07,.0360662,4.80e+08,.0314987,2.23e+09,89,"Rocky Balboa","NaN",0
2007,0,60000000,.0105167,3.91e+08,.0102436,7.45e+07,.0158048,9.44e+07,.0104578,2.07e+08,.0103123,5342250,.0038588,3.21e+07,.0007489,2.37e+07,.0068861,3.48e+07,.0036273,5.87e+08,.013503,5.26e+08,.0131839,6.28e+07,.0097459,1.95e+07,.0021639,2.11e+07,.012718,3.32e+08,.0606146,3491616,.0154727,3.14e+08,.0203667,1.01e+08,.0114886,5.79e+07,.002195,7.42e+07,.0079215,7.33e+07,.0260473,5.02e+07,.014838,4.92e+07,.0093004,3.80e+08,.0091586,5.76e+07,.0333224,2.61e+07,.0112181,1.01e+09,.0197332,4.85e+09,90,"Norbit","NaN",0
2007,0,1.100e+08,.0141882,3.91e+08,.0135862,7.45e+07,.0099446,9.44e+07,.0339014,2.07e+08,.0350362,5342250,.0083436,3.21e+07,.0070492,2.37e+07,.0158428,3.48e+07,.0129075,5.87e+08,.0118375,5.26e+08,.0133385,6.28e+07,.0074299,1.95e+07,.1848566,2.11e+07,.012106,3.32e+08,.0366547,3491616,.0233539,3.14e+08,.0041042,1.01e+08,.0134716,5.79e+07,.0107483,7.42e+07,.0084502,7.33e+07,.0154242,5.02e+07,.0331923,4.92e+07,.0195884,3.80e+08,.030839,5.76e+07,.0304944,2.61e+07,.0090908,1.01e+09,.0238849,4.85e+09,91,"Ghost Rider","NaN",0
2007,0,65000000,.0095673,3.91e+08,.005939,7.45e+07,.0072785,9.44e+07,.0055009,2.07e+08,.008363,5342250,.0057532,3.21e+07,.0041913,2.37e+07,.0060394,3.48e+07,.0154812,5.87e+08,.0055588,5.26e+08,.0169835,6.28e+07,.0094823,1.95e+07,.0029073,2.11e+07,.0100767,3.32e+08,.0023874,3491616,.0051014,3.14e+08,.0043198,1.01e+08,.0061679,5.79e+07,.0102744,7.42e+07,.006451,7.33e+07,.0121494,5.02e+07,.0030409,4.92e+07,.0146108,3.80e+08,.0062467,5.76e+07,.0054752,2.61e+07,.0072973,1.01e+09,.006823,4.85e+09,92,"Zodiac","NaN",0
2007,0,65000000,.0314329,3.91e+08,.0330203,7.45e+07,.0234848,9.44e+07,.0541953,2.07e+08,.0907576,5342250,.0467989,3.21e+07,.037318,2.37e+07,.0248704,3.48e+07,.0236859,5.87e+08,.0277259,5.26e+08,.1811377,6.28e+07,.0501115,1.95e+07,.0164202,2.11e+07,.0439758,3.32e+08,.0764634,3491616,.0322058,3.14e+08,.0252924,1.01e+08,.0319404,5.79e+07,.0302951,7.42e+07,.042195,7.33e+07,.0260584,5.02e+07,.0326863,4.92e+07,.0546538,3.80e+08,.0844231,5.76e+07,.0568694,2.61e+07,.0276971,1.01e+09,.0434405,4.85e+09,93,"300","NaN",0
2007,0,61000000,.0114815,3.91e+08,.0053273,7.45e+07,.007359,9.44e+07,.0039431,2.07e+08,.0125464,5342250,.0033115,3.21e+07,.0046893,2.37e+07,.0058888,3.48e+07,.0064799,5.87e+08,.0039534,5.26e+08,.0060254,6.28e+07,.0124457,1.95e+07,.0046256,2.11e+07,.0015462,3.32e+08,.0334043,3491616,.007392,3.14e+08,.0077999,1.01e+08,.0098171,5.79e+07,.0083781,7.42e+07,.0041199,7.33e+07,.0106299,5.02e+07,.0132572,4.92e+07,.007411,3.80e+08,.0059553,5.76e+07,.0261031,2.61e+07,.0045503,1.01e+09,.0096948,4.85e+09,94,"Shooter","NaN",0
2007,0,34000000,.014422,3.91e+08,.0015971,7.45e+07,.0022479,9.44e+07,.0055394,2.07e+08,.0142973,5342250,.0073178,3.21e+07,.002814,2.37e+07,.0021675,3.48e+07,.0018087,5.87e+08,.0008919,5.26e+08,.0066748,6.28e+07,.0034229,1.95e+07,.0011405,2.11e+07,.0014066,3.32e+08,.0028176,3491616,.012348,3.14e+08,.0035918,1.01e+08,.0102347,5.79e+07,.0051664,7.42e+07,.0086488,7.33e+07,.0079658,5.02e+07,.0151247,4.92e+07,.0015098,3.80e+08,.0214724,5.76e+07,.0040364,2.61e+07,.0056172,1.01e+09,.0111686,4.85e+09,95,"TMNT","NaN",0
2007,0,20000000,.0101009,3.91e+08,.0049377,7.45e+07,.0127649,9.44e+07,.0040322,2.07e+08,.002867,5342250,.0041097,3.21e+07,.0044797,2.37e+07,.0060643,3.48e+07,.0060053,5.87e+08,.0036173,5.26e+08,.0034084,6.28e+07,.0037177,1.95e+07,.0028191,2.11e+07,.0067622,3.32e+08,.0135957,3491616,.0081612,3.14e+08,.0108041,1.01e+08,.0056396,5.79e+07,.0026262,7.42e+07,.0044868,7.33e+07,.0154557,5.02e+07,.0050569,4.92e+07,.0033029,3.80e+08,.0084021,5.76e+07,.0136911,2.61e+07,.0035368,1.01e+09,.0165437,4.85e+09,96,"Disturbia","NaN",0
2007,1,2.580e+08,.0502439,3.91e+08,.0501417,7.45e+07,.0574247,9.44e+07,.1170385,2.07e+08,.0279223,5342250,.0909318,3.21e+07,.0380139,2.37e+07,.0403011,3.48e+07,.0930236,5.87e+08,.0561422,5.26e+08,.0618173,6.28e+07,.0194106,1.95e+07,.0178835,2.11e+07,.0792406,3.32e+08,.0624728,3491616,.1174809,3.14e+08,.0424406,1.01e+08,.047685,5.79e+07,.0488314,7.42e+07,.0200709,7.33e+07,.0519934,5.02e+07,.1045499,4.92e+07,.0649297,3.80e+08,.0814923,5.76e+07,.0905786,2.61e+07,.066337,1.01e+09,.0694113,4.85e+09,97,"Spider-Man 3","Spider-Man",1
2007,0,1.600e+08,.0730503,3.91e+08,.0578236,7.45e+07,.0797424,9.44e+07,.0900754,2.07e+08,.0441065,5342250,.0936914,3.21e+07,.1349585,2.37e+07,.0711749,3.48e+07,.0753479,5.87e+08,.0542896,5.26e+08,.0301862,6.28e+07,.0260544,1.95e+07,.0490245,2.11e+07,.087103,3.32e+08,.0301517,3491616,.0769117,3.14e+08,.079551,1.01e+08,.0931608,5.79e+07,.0767689,7.42e+07,.2458727,7.33e+07,.0968022,5.02e+07,.0469548,4.92e+07,.080061,3.80e+08,.0653893,5.76e+07,.0539319,2.61e+07,.0773362,1.01e+09,.0665628,4.85e+09,98,"Shrek the Third","NaN",0
2007,1,3.000e+08,.0743036,3.91e+08,.1037841,7.45e+07,.1062812,9.44e+07,.0762598,2.07e+08,.1018526,5342250,.0864635,3.21e+07,.0907348,2.37e+07,.1240549,3.48e+07,.0821904,5.87e+08,.1130694,5.26e+08,.080857,6.28e+07,.1158037,1.95e+07,.0324077,2.11e+07,.0675558,3.32e+08,.0373191,3491616,.0775797,3.14e+08,.1367709,1.01e+08,.0814741,5.79e+07,.1080279,7.42e+07,.0779043,7.33e+07,.0610698,5.02e+07,.0690906,4.92e+07,.0828874,3.80e+08,.0938856,5.76e+07,.0658629,2.61e+07,.0805501,1.01e+09,.0638197,4.85e+09,99,"Pirates of the Caribbean:At World's End","NaN",0
2007,0,30000000,.0319651,3.91e+08,.0286558,7.45e+07,.008414,9.44e+07,.0031702,2.07e+08,.0163944,5342250,.0040329,3.21e+07,.0115208,2.37e+07,.0140576,3.48e+07,.003209,5.87e+08,.0174625,5.26e+08,.0071465,6.28e+07,.007772,1.95e+07,.033385,2.11e+07,.0080495,3.32e+08,.0086685,3491616,.0070203,3.14e+08,.0110429,1.01e+08,.0217767,5.79e+07,.0139008,7.42e+07,.0141706,7.33e+07,.0168265,5.02e+07,.0047694,4.92e+07,.0051554,3.80e+08,.0081212,5.76e+07,.0064427,2.61e+07,.0163793,1.01e+09,.0306844,4.85e+09,100,"Knocked Up","NaN",0
2007,0,25000000,.0062628,3.91e+08,.0051803,7.45e+07,.015308,9.44e+07,.0067722,2.07e+08,.006109,5342250,.0056957,3.21e+07,.0306792,2.37e+07,.0133976,3.48e+07,.0726788,5.87e+08,.009366,5.26e+08,.0180255,6.28e+07,.0061123,1.95e+07,.0009809,2.11e+07,.0043877,3.32e+08,.0188366,3491616,.0024912,3.14e+08,.0068896,1.01e+08,.0138127,5.79e+07,.0152483,7.42e+07,.0089703,7.33e+07,.0008014,5.02e+07,.0006746,4.92e+07,.0046181,3.80e+08,.0023017,5.76e+07,.0001937,2.61e+07,.0032996,1.01e+09,.0021248,4.85e+09,101,"La Vie en Rose","NaN",0
2007,1,1.300e+08,.0209885,3.91e+08,.00937,7.45e+07,.0146946,9.44e+07,.0416045,2.07e+08,.0145862,5342250,.0241226,3.21e+07,.0060729,2.37e+07,.0078521,3.48e+07,.0236367,5.87e+08,.006598,5.26e+08,.0158544,6.28e+07,.0074262,1.95e+07,.0974136,2.11e+07,.0301964,3.32e+08,.0162498,3491616,.0528005,3.14e+08,.0078507,1.01e+08,.0245451,5.79e+07,.0091265,7.42e+07,.0029472,7.33e+07,.0155294,5.02e+07,.0502593,4.92e+07,.0276111,3.80e+08,.0095148,5.76e+07,.0337939,2.61e+07,.0243966,1.01e+09,.0272096,4.85e+09,102,"Fantastic Four:Rise of the Silver Surfer","Fantastic Four (05)",56
2007,0,25000000,.0070186,3.91e+08,.0067589,7.45e+07,.0084401,9.44e+07,.0187756,2.07e+08,.0087064,5342250,.0063606,3.21e+07,.0148958,2.37e+07,.0107153,3.48e+07,.0051258,5.87e+08,.0095485,5.26e+08,.0112614,6.28e+07,.0035755,1.95e+07,.0016673,2.11e+07,.0166741,3.32e+08,.0091843,3491616,.0106671,3.14e+08,.0134678,1.01e+08,.009049,5.79e+07,.0036253,7.42e+07,.0198489,7.33e+07,.0095371,5.02e+07,.0064567,4.92e+07,.0152651,3.80e+08,.0205537,5.76e+07,.0121296,2.61e+07,.0064132,1.01e+09,.0148474,4.85e+09,103,"1408","NaN",0
2007,0,1.100e+08,.0243126,3.91e+08,.045163,7.45e+07,.0345229,9.44e+07,.0253291,2.07e+08,.0733908,5342250,.0170686,3.21e+07,.021994,2.37e+07,.0427675,3.48e+07,.0345039,5.87e+08,.0454426,5.26e+08,.0205289,6.28e+07,.0222038,1.95e+07,.1767533,2.11e+07,.0149144,3.32e+08,.0534833,3491616,.0225535,3.14e+08,.0317112,1.01e+08,.0247516,5.79e+07,.0562502,7.42e+07,.0309846,7.33e+07,.0280642,5.02e+07,.0269364,4.92e+07,.0286265,3.80e+08,.0236032,5.76e+07,.0577308,2.61e+07,.0278022,1.01e+09,.0277475,4.85e+09,104,"Live Free or Die Hard","NaN",0
2007,0,1.500e+08,.0338255,3.91e+08,.0962395,7.45e+07,.0959823,9.44e+07,.0465035,2.07e+08,.0448826,5342250,.0695437,3.21e+07,.085721,2.37e+07,.0800488,3.48e+07,.1118611,5.87e+08,.0959211,5.26e+08,.0507807,6.28e+07,.1348868,1.95e+07,.0134094,2.11e+07,.0778552,3.32e+08,.0323146,3491616,.0513425,3.14e+08,.0652187,1.01e+08,.0396478,5.79e+07,.0647776,7.42e+07,.0844092,7.33e+07,.0830908,5.02e+07,.0597227,4.92e+07,.0565253,3.80e+08,.0384016,5.76e+07,.024397,2.61e+07,.048103,1.01e+09,.0425806,4.85e+09,105,"Ratatouille","NaN",0
2007,0,1.500e+08,.0611332,3.91e+08,.0309239,7.45e+07,.0296495,9.44e+07,.0377639,2.07e+08,.0343037,5342250,.0693745,3.21e+07,.0244063,2.37e+07,.0238401,3.48e+07,.029003,5.87e+08,.0267774,5.26e+08,.0223298,6.28e+07,.0158379,1.95e+07,.1424218,2.11e+07,.0333418,3.32e+08,.0350663,3491616,.0573148,3.14e+08,.0371253,1.01e+08,.0934873,5.79e+07,.0338306,7.42e+07,.0291447,7.33e+07,.0357932,5.02e+07,.0940951,4.92e+07,.0277312,3.80e+08,.0440261,5.76e+07,.0610409,2.61e+07,.0469735,1.01e+09,.0658464,4.85e+09,106,"Transformers","NaN",0
2007,0,1.500e+08,.075133,3.91e+08,.0876733,7.45e+07,.1053898,9.44e+07,.0847464,2.07e+08,.0531969,5342250,.1005093,3.21e+07,.1385127,2.37e+07,.1180106,3.48e+07,.0883188,5.87e+08,.1253985,5.26e+08,.0611681,6.28e+07,.1501158,1.95e+07,.0282278,2.11e+07,.0794526,3.32e+08,.054681,3491616,.07887,3.14e+08,.1416127,1.01e+08,.0821405,5.79e+07,.1060876,7.42e+07,.079581,7.33e+07,.0574519,5.02e+07,.0751759,4.92e+07,.0657362,3.80e+08,.0761113,5.76e+07,.0609502,2.61e+07,.1002833,1.01e+09,.0602277,4.85e+09,107,"Harry Potter and the Order of the Phoenix","NaN",0
2007,0,85000000,.0153007,3.91e+08,.0327925,7.45e+07,.0091117,9.44e+07,.0092011,2.07e+08,.0121902,5342250,.0048225,3.21e+07,.003108,2.37e+07,.0021129,3.48e+07,.0006058,5.87e+08,.0253598,5.26e+08,.0095777,6.28e+07,.0071075,1.95e+07,.0291274,2.11e+07,.0065733,3.32e+08,.0252216,3491616,.0166711,3.14e+08,.0163677,1.01e+08,.0097678,5.79e+07,.0114325,7.42e+07,.0085151,7.33e+07,.0211756,5.02e+07,.0129067,4.92e+07,.0094938,3.80e+08,.01442,5.76e+07,.0124089,2.61e+07,.0082733,1.01e+09,.024763,4.85e+09,108,"I Now Pronounce You Chuck and Larry","NaN",0
2007,0,75000000,.0680934,3.91e+08,.0830233,7.45e+07,.0555401,9.44e+07,.0429694,2.07e+08,.0207283,5342250,.1147663,3.21e+07,.1167125,2.37e+07,.1293462,3.48e+07,.050629,5.87e+08,.069052,5.26e+08,.0215058,6.28e+07,.0348909,1.95e+07,.0130375,2.11e+07,.0718145,3.32e+08,.0308697,3491616,.0487688,3.14e+08,.0264435,1.01e+08,.0571445,5.79e+07,.0699747,7.42e+07,.0181463,7.33e+07,.0414098,5.02e+07,.0250197,4.92e+07,.0666655,3.80e+08,.0154059,5.76e+07,.01826,2.61e+07,.0775928,1.01e+09,.0377726,4.85e+09,109,"The Simpsons Movie","NaN",0
2007,0,1.100e+08,.0471051,3.91e+08,.031719,7.45e+07,.0318914,9.44e+07,.0172951,2.07e+08,.0366578,5342250,.0104773,3.21e+07,.0166213,2.37e+07,.0313423,3.48e+07,.0221004,5.87e+08,.02839,5.26e+08,.0273649,6.28e+07,.0281498,1.95e+07,.0137506,2.11e+07,.0211584,3.32e+08,.0394104,3491616,.0159936,3.14e+08,.0378636,1.01e+08,.0442317,5.79e+07,.0406435,7.42e+07,.0185064,7.33e+07,.0262028,5.02e+07,.0281164,4.92e+07,.0350754,3.80e+08,.0220419,5.76e+07,.0561981,2.61e+07,.0469803,1.01e+09,.0469172,4.85e+09,110,"The Bourne Ultimatum","NaN",0
2007,0,70000000,.0104567,3.91e+08,.0100685,7.45e+07,.0184865,9.44e+07,.0056653,2.07e+08,.0278055,5342250,.0060361,3.21e+07,.0234305,2.37e+07,.0092451,3.48e+07,.0069941,5.87e+08,.0084559,5.26e+08,.0152569,6.28e+07,.0317603,1.95e+07,.0080569,2.11e+07,.0096939,3.32e+08,.0091806,3491616,.0154508,3.14e+08,.0103855,1.01e+08,.0108203,5.79e+07,.0066253,7.42e+07,.0193692,7.33e+07,.0139589,5.02e+07,.0180479,4.92e+07,.0110902,3.80e+08,.014065,5.76e+07,.0073507,2.61e+07,.030582,1.01e+09,.0079687,4.85e+09,111,"Stardust","NaN",0
2007,1,1.400e+08,.0232598,3.91e+08,.021432,7.45e+07,.0163016,9.44e+07,.0108864,2.07e+08,.0578174,5342250,.0065099,3.21e+07,.0016583,2.37e+07,.0137762,3.48e+07,.0122496,5.87e+08,.0221576,5.26e+08,.0225956,6.28e+07,.012246,1.95e+07,.0437367,2.11e+07,.001555,3.32e+08,.0725051,3491616,.0119821,3.14e+08,.0143662,1.01e+08,.0233228,5.79e+07,.0209029,7.42e+07,.0035051,7.33e+07,.0197068,5.02e+07,.0490674,4.92e+07,.0090512,3.80e+08,.0158591,5.76e+07,.0588763,2.61e+07,.0209888,1.01e+09,.0289018,4.85e+09,112,"Rush Hour 3","NaN",0
2007,0,55000000,.0060594,3.91e+08,.0010205,7.45e+07,.0021966,9.44e+07,.0028484,2.07e+08,.0053326,5342250,.0006535,3.21e+07,.0017438,2.37e+07,.0021771,3.48e+07,.002887,5.87e+08,.0013054,5.26e+08,.0050725,6.28e+07,.0009903,1.95e+07,.0031091,2.11e+07,.003023,3.32e+08,.00622,3491616,.0019058,3.14e+08,.0000901,1.01e+08,.0060641,5.79e+07,.0038617,7.42e+07,.0019398,7.33e+07,.0054638,5.02e+07,.0004908,4.92e+07,.0042103,3.80e+08,.0051658,5.76e+07,.0095115,2.61e+07,.0023995,1.01e+09,.0110567,4.85e+09,113,"3:10 to Yuma (2007)","NaN",0
2007,0,1.500e+08,.0339409,3.91e+08,.0260783,7.45e+07,.0343728,9.44e+07,.0326547,2.07e+08,.0068097,5342250,.0199939,3.21e+07,.0306447,2.37e+07,.0201523,3.48e+07,.0194735,5.87e+08,.0173488,5.26e+08,.0290791,6.28e+07,.0481374,1.95e+07,.0094089,2.11e+07,.0288675,3.32e+08,.0307144,3491616,.0255336,3.14e+08,.0435499,1.01e+08,.0240753,5.79e+07,.0495498,7.42e+07,.0630783,7.33e+07,.0651219,5.02e+07,.0235653,4.92e+07,.0282141,3.80e+08,.0527945,5.76e+07,.0317714,2.61e+07,.0182208,1.01e+09,.0261184,4.85e+09,114,"Bee Movie","NaN",0
2007,0,1.000e+08,.0266454,3.91e+08,.0222305,7.45e+07,.0237098,9.44e+07,.0148548,2.07e+08,.0328743,5342250,.0079181,3.21e+07,.0231824,2.37e+07,.0174101,3.48e+07,.0183236,5.87e+08,.0207687,5.26e+08,.0374937,6.28e+07,.027533,1.95e+07,.0074762,2.11e+07,.0454022,3.32e+08,.0370868,3491616,.0104446,3.14e+08,.0264057,1.01e+08,.0141463,5.79e+07,.0255711,7.42e+07,.0198202,7.33e+07,.0279929,5.02e+07,.0100686,4.92e+07,.0362965,3.80e+08,.0236857,5.76e+07,.0199017,2.61e+07,.019679,1.01e+09,.0268472,4.85e+09,115,"American Gangster","NaN",0
2007,0,35000000,.0057191,3.91e+08,.0038262,7.45e+07,.0044022,9.44e+07,.0088273,2.07e+08,.0116734,5342250,.004328,3.21e+07,.0027098,2.37e+07,.0020508,3.48e+07,.0051098,5.87e+08,.0056578,5.26e+08,.009852,6.28e+07,.0039939,1.95e+07,.0012031,2.11e+07,.0250347,3.32e+08,.00657,3491616,.007665,3.14e+08,.002677,1.01e+08,.00402,5.79e+07,.0048649,7.42e+07,.0041933,7.33e+07,.0097927,5.02e+07,.0051655,4.92e+07,.0172925,3.80e+08,.0093731,5.76e+07,.0075186,2.61e+07,.003121,1.01e+09,.0030944,4.85e+09,116,"Lions for Lambs","NaN",0
2007,0,1.500e+08,.0174643,3.91e+08,.0155281,7.45e+07,.0159581,9.44e+07,.0212398,2.07e+08,.0473551,5342250,.0210624,3.21e+07,.0107594,2.37e+07,.0087367,3.48e+07,.0062026,5.87e+08,.0109631,5.26e+08,.0214064,6.28e+07,.0218697,1.95e+07,.0148903,2.11e+07,.0152609,3.32e+08,.0162916,3491616,.0180236,3.14e+08,.0121829,1.01e+08,.0185416,5.79e+07,.0131709,7.42e+07,.0179631,7.33e+07,.024076,5.02e+07,.0190726,4.92e+07,.018874,3.80e+08,.0425655,5.76e+07,.0263111,2.61e+07,.0146581,1.01e+09,.0169708,4.85e+09,117,"Beowulf","NaN",0
2007,0,85000000,.0300685,3.91e+08,.02457,7.45e+07,.0281799,9.44e+07,.0256647,2.07e+08,.0205687,5342250,.0444817,3.21e+07,.0059572,2.37e+07,.0193369,3.48e+07,.0396791,5.87e+08,.0231942,5.26e+08,.0074535,6.28e+07,.0451189,1.95e+07,.0068931,2.11e+07,.0325405,3.32e+08,.0424989,3491616,.0420712,3.14e+08,.0225332,1.01e+08,.0211069,5.79e+07,.0295074,7.42e+07,.0416348,7.33e+07,.0216884,5.02e+07,.0431808,4.92e+07,.0322012,3.80e+08,.0101871,5.76e+07,.0232826,2.61e+07,.0333823,1.01e+09,.026361,4.85e+09,118,"Enchanted","NaN",0
2007,0,7000000,.0268029,3.91e+08,.0207671,7.45e+07,.010766,9.44e+07,.0195234,2.07e+08,.0031826,5342250,.0072986,3.21e+07,.0023121,2.37e+07,.0215015,3.48e+07,.0133952,5.87e+08,.0173757,5.26e+08,.008197,6.28e+07,.0047843,1.95e+07,.0037966,2.11e+07,.0100849,3.32e+08,.0033429,3491616,.0164161,3.14e+08,.0099284,1.01e+08,.025241,5.79e+07,.0072003,7.42e+07,.0131763,7.33e+07,.0105562,5.02e+07,.005596,4.92e+07,.020961,3.80e+08,.0061849,5.76e+07,.0065465,2.61e+07,.0190193,1.01e+09,.0295967,4.85e+09,119,"Juno","NaN",0
2007,0,1.800e+08,.0353467,3.91e+08,.0297797,7.45e+07,.037548,9.44e+07,.032998,2.07e+08,.0551285,5342250,.026487,3.21e+07,.037355,2.37e+07,.0375296,3.48e+07,.0434819,5.87e+08,.0411754,5.26e+08,.0526184,6.28e+07,.0324313,1.95e+07,.0157151,2.11e+07,.0414684,3.32e+08,.0251889,3491616,.0334783,3.14e+08,.0404923,1.01e+08,.0309527,5.79e+07,.0479304,7.42e+07,.0306864,7.33e+07,.0319336,5.02e+07,.040493,4.92e+07,.0504904,3.80e+08,.049107,5.76e+07,.0164909,2.61e+07,.052633,1.01e+09,.0144601,4.85e+09,120,"The Golden Compass","NaN",0
2007,0,1.500e+08,.0540575,3.91e+08,.0442497,7.45e+07,.0543681,9.44e+07,.0511146,2.07e+08,.0233411,5342250,.0403691,3.21e+07,.0260022,2.37e+07,.0300997,3.48e+07,.0426778,5.87e+08,.0481237,5.26e+08,.0516716,6.28e+07,.0414188,1.95e+07,.012772,2.11e+07,.0632357,3.32e+08,.0326153,3491616,.0426926,3.14e+08,.0601255,1.01e+08,.0489979,5.79e+07,.0402915,7.42e+07,.0277014,7.33e+07,.0430053,5.02e+07,.0448657,4.92e+07,.0507391,3.80e+08,.0460063,5.76e+07,.0443372,2.61e+07,.0511234,1.01e+09,.0528825,4.85e+09,121,"I Am Legend","NaN",0
2007,0,75000000,.0077534,3.91e+08,.0060952,7.45e+07,.0078904,9.44e+07,.0071282,2.07e+08,.010799,5342250,.0059692,3.21e+07,.0063415,2.37e+07,.0052654,3.48e+07,.0084135,5.87e+08,.0077255,5.26e+08,.017232,6.28e+07,.0212621,1.95e+07,.0023381,2.11e+07,.009861,3.32e+08,.0239087,3491616,.0050609,3.14e+08,.0054258,1.01e+08,.004794,5.79e+07,.0049001,7.42e+07,.0054407,7.33e+07,.0227734,5.02e+07,.00271,4.92e+07,.0113194,3.80e+08,.0141334,5.76e+07,.0121117,2.61e+07,.009,1.01e+09,.0137492,4.85e+09,122,"Charlie Wilson's War","NaN",0
2007,1,50000000,.0131118,3.91e+08,.0117263,7.45e+07,.0083252,9.44e+07,.0060715,2.07e+08,.0087396,5342250,.0153631,3.21e+07,.0219246,2.37e+07,.0220932,3.48e+07,.0159236,5.87e+08,.008711,5.26e+08,.0288355,6.28e+07,.0138199,1.95e+07,.0038993,2.11e+07,.0185795,3.32e+08,.0058383,3491616,.0077861,3.14e+08,.0075197,1.01e+08,.0131799,5.79e+07,.0121074,7.42e+07,.0047827,7.33e+07,.0190235,5.02e+07,.0111916,4.92e+07,.0135417,3.80e+08,.0113526,5.76e+07,.006109,2.61e+07,.0215166,1.01e+09,.0109105,4.85e+09,123,"Sweeney Todd:The Demon Barber of Fleet Street","NaN",0
2007,0,45000000,.0188676,3.91e+08,.0187279,7.45e+07,.0062177,9.44e+07,.0254478,2.07e+08,.0193651,5342250,.0161752,3.21e+07,.0107362,2.37e+07,.0138439,3.48e+07,.0029588,5.87e+08,.0171319,5.26e+08,.0140797,6.28e+07,.0189309,1.95e+07,.0022811,2.11e+07,.0084843,3.32e+08,.0081713,3491616,.0209886,3.14e+08,.0136826,1.01e+08,.0233029,5.79e+07,.0053072,7.42e+07,.0053632,7.33e+07,.0254276,5.02e+07,.0045603,4.92e+07,.0149597,3.80e+08,.0177541,5.76e+07,.0059697,2.61e+07,.0039484,1.01e+09,.019278,4.85e+09,124,"The Bucket List","NaN",0
2008,0,25000000,.0100952,5.17e+08,.0039451,9.21e+07,.0088733,1.10e+08,.0043096,2.73e+08,.0110883,8922279,.0095678,4.22e+07,.0043379,3.07e+07,.0052704,4.87e+07,.0119087,6.74e+08,.0045813,6.34e+08,.0032126,7.56e+07,.0049074,3.60e+07,.016525,8766441,.0110169,4.12e+08,.0066238,6971064,.0119031,4.01e+08,.0119884,1.37e+08,.0101372,6.80e+07,.0093566,9.16e+07,.0070081,1.07e+08,.0102529,7.05e+07,.0103072,6.62e+07,.0068052,5.47e+08,.0117121,6.26e+07,.0107617,4.32e+07,.016196,1.15e+09,.0133178,6.01e+09,125,"Cloverfield","NaN",0
2008,0,30000000,.0266459,5.17e+08,.0156738,9.21e+07,.0105993,1.10e+08,.0067161,2.73e+08,.0076095,8922279,.004415,4.22e+07,.0049302,3.07e+07,.004852,4.87e+07,.0063597,6.74e+08,.0110186,6.34e+08,.0044297,7.56e+07,.0137543,3.60e+07,.0123707,8766441,.0093696,4.12e+08,.0087331,6971064,.0084481,4.01e+08,.0139132,1.37e+08,.0160434,6.80e+07,.0037095,9.16e+07,.0067894,1.07e+08,.0045803,7.05e+07,.0103724,6.62e+07,.0116597,5.47e+08,.0032981,6.26e+07,.0098936,4.32e+07,.0116791,1.15e+09,.0127788,6.01e+09,126,"27 Dresses","NaN",0
